Title	Abstract	Keywords	Coordinator	Participants	URL	Interesting
Social media for democracy – understanding the causal mechanisms of digital citizenship (SoMe4Dem)	Social media for democracy – understanding the causal mechanisms of digital citizenship (SoMe4Dem) Current diagnoses that democracy is in crisis at the beginning of the 21st century share a common argumentative reference point: the (implicit) reference to the dysfunctional constitution of the political public sphere which is currently undergoing structural change. The rise of social media platforms is considered as one of its main constituents. While social media make the public arena more open and thus more responsive, these platforms also lead to new mechanisms of fragmentation and exclusion, an erosion of norms in public debate and a loss of trust in traditional institutions. The project will reconsider the diagnoses of this crisis by (1) providing better empirical evidence for the impact of social media on society with respect to political debates, (2) understanding the main causal mechanisms of this impact and (3) developing tools that improve the capacity of social media to contribute to the functioning of the public arena in a liberal democracy, i.e., deliberation, legitimation and the self-perception of the democratic subject.	Digital Citizenship, Polarization, Trust, Participation, Causal Mechanisms	MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV	UNIVERSITA CA' FOSCARI VENEZIA, UNIVERSITAET LEIPZIG, UNIVERSITEIT VAN AMSTERDAM, VRIJE UNIVERSITEIT BRUSSEL, KARLSRUHER INSTITUT FUER TECHNOLOGIE, FONDATION NATIONALE DES SCIENCES POLITIQUES, UNIVERSITAET POTSDAM	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101094752/program/43108390/details	
On-chip tomographic microscopy: a paraDIgm Shift for RevolUtionizing lab-on-a-chiP bioimaging technology (DISRUPT)	DISRUPT aims at revolutionising the field of biomedical imaging by developing a radically new lab-a-on-chip technology: integrated tomographic microscopy. This unprecedented technique will be enabled by pushing forward the science of on-chip wireless photonics and tomography, in combination with microfluidics and artificial intelligence (AI). The CMOS compatibility of this technology represents a paradigm shift as it assures the realization of tomographic microscopes that are dramatically cheaper, lighter, and smaller than current approaches. Moreover, the singular features of the proposed solution introduce key advantages in terms of resolution, sensitivity, throughput, parallelisation, and energy efficiency. To illustrate its potential, we will show that on-chip TPM can be used for cancer detection and the identification of infected cells. Developments related to fundamental nanoantenna and diffraction tomography science, nanophotonics, nanofabrication, microfluidics, AI and clinical validation will be undertaken by a consortium comprised by 2 SME, 1 HE, 1 Non-profit RO and 2 Cancer R&D Medical institutions, with complementary expertise, leaders in their respective markets and R&D fields. This novel device is suited for many applications, such as early cancer diagnosis, cell characterisation, research on cancer and infectious diseases, immunocyte phenotyping, stem cell multipotency identification, tissue pathology, haematopathology, and analysis of infected cells. Its intrinsic mass-producible, compact, low-cost, mechanically robust, and energy-efficient feature makes this technology a future innovation driver for new developments in many biomedical application fields, and offers an alternative toolset addressing some of the emerging needs of microscopic analysis and diagnostics in low-resource settings, telemedicine applications and point-of-care, having a potentially huge societal impact fostering early diagnosis of cancer and other diseases and infections.	Bioimaging, tomographic microscope, lab-on-a-chip, wireless photonics interconnects, cancer diagnosis, cellular research, Microfluidics	DAS PHOTONICS SL	UNIVERSITAT POLITECNICA DE VALENCIA, MICROFLUIDIC CHIPSHOP GMBH, INSTITUTO VALENCIANO DE ONCOLOGIA, FONDAZIONE IRCCS ISTITUTO NAZIONALE DEI TUMORI, MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101099663/program/43108390/details	
THE CARE WAVE AND THE FUTURE OF THE BABY BOOMERS AND THEIR CHILDREN (BB-Future)	The baby boomers are in the process of retiring. Most are between 60 and 65 when they retire and almost 80% self-assess their health as good. A huge number of research projects has analyzed retirement decisions and the impact of this “pension wave” on the transformation of pension systems in the ageing societies in Europe and elsewhere. There is no lack of pension finance projections and policy advice for pension reforms and their socio-economic effects, including active ageing and the role of elder citizens in transforming our economies into “silver economies”. Much less is known about the second great transformation that will follow the pension wave. In the mid2030s, the health of the baby boomers will have deteriorated and many in these large cohorts will be in need of formal and/or informal long-term care. This “care wave” will transform two generations: the baby boomers in need of care and their children who may supply care. It will have significant implications for labour supply, especially for women, saving behaviour, and therefore for productivity, economic growth and its inclusiveness. The overarching objective of BB-Future is to make a concerted effort to understand the size and the implications of the care wave on economic and social outcomes, to appreciate the quality of this second ageing-related transformation and to develop policy recommendations for advance planning on the EU and MS levels.	Long-term care, female labour force participation, inclusive growth, intra/intergenerational equity	MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV	BRUEGEL AISBL*, UNIVERSITE PARIS DAUPHINE, UNIVERSIDAD CARLOS III DE MADRID, ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING MCGILL UNIVERSITY, MUNICH RESEARCH INSTITUTE FOR THEECONOMICS OF AGING AND SHAREANALYSES GGMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101093849/program/43108390/details	
Neuromorphic computing Enabled by Heavily doped semiconductor Optics (NEHO)	NEHO will develop a novel photonic integrated circuit platform that enables ultrafast and low-energy consumption neuromorphic information processes by means of a newly developed nonlinear photon-plasmon semiconductor technology at mid-infrared wavelengths (8-12 μm). NEHO vision will be achieved by unconventional use of semiconductors to optimize and control plasmonic effects that will provide the optical nonlinearity required to implement the functionalities of an artificial neuron. NEHO's optical neuron will be the building block for the realization of ultrafast optical neural networks. We will combine the flexibility of field-effect devices realized on semiconductors with the nanoscale nature of plasmonic processes so to enable the reconfigurability of the nonlinear optical coefficient at each node of the network, simply obtained by controlling DC electric potential levels. At the heart of NEHO is the idea of exploiting the rich electron dynamics of semiconductors. Doped semiconductors undergo an interesting transition from the size-quantization regime to the classical regime of plasmon oscillations. This transition region can exhibit strong nonlocal and nonlinear optical response due to a large variety of electron-electron interactions. The decrease in electron density induced on the semiconductor surface by an external bias can be used to modulate the nonlinear response strength. This unprecedented feature will be used to leverage the hardware implementation of a neural network into the development of new machine learning optimization techniques, including the optimization of the nonlinear activation function to different tasks. This extra degree of freedom will offer tremendous benefits for a large variety of machine learning applications.	optical neural networks, hybrid photonics-plasmonics, reconfigurable optical nonlinearity, semiconductor plasmonics, hydrodynamic nonlinearity	FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA	LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN, UNIVERSITEIT GENT, CONSIGLIO NAZIONALE DELLE RICERCHE, CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046329/program/43108390/details	
3D Biofabricated high-perfoRmance dna-carbon nanotube dIgital electroniCKS (3D-BRICKS)	Silicon-based CMOS technology is approaching its performance limits, but the demand for more powerful computers — driven by rapid advances in applications such as the Internet of Things, big data and artificial intelligence (AI) — remains. The discovery of various nanomaterials provides new opportunities to further develop information processing technology. Carbon nanotubes (CNTs) have, in particular, demonstrated excellent properties as a channel material in transistors. Computers based on CNT field-effect transistors (FETs) have been theoretically predicted to provide a power-performance improvement of ten times over computers based on Si-CMOS technology. However, the fabrication of high-performance CNT-nanoelectronics, and the realization of the full potential of CNTs, is highly challenging. A technological revolution would be a reliable approach to fabricate a new family of CNT-based devices that could enable aligned arrangement of the nanotubes avoiding the critical steps related to nanolithography. In particular, biofabrication using DNA-templated CNT arrays FETs has been demonstrated to further scale the alignment of CNTs within the FETs well beyond standard lithographic feasibility. 3D-BRICKS will raise this concept of integrated self-assembly CNT-nanocircuits to a completely new level by moving towards the third dimension. Indeed, the versatility of DNA nanotechnology will be the root for conceiving 3-dimensional (3D) CNT-FETs and CNT-nonvolatile memories. DNA nanotechnology will also enable to complement the CNT deposition with metallic connections, hence realizing a working circuit. This will reduce the foot-print of the final device while enhancing its efficiency, hence providing a breakthrough solution to realize the next-generation nanoelectronics. Our approach will enable the production of scalable biotemplated electronics that can be extended to multiple applications such as metamaterials, sensors, optoelectronics, and others.	nanoelectronics; DNA nanotechnology; carbon nanotubes;	FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA	UNIVERSITAET LEIPZIG, UNIVERSITAET HAMBURG, UNIVERSITEIT ANTWERPEN, KARLSRUHER INSTITUT FUER TECHNOLOGIE, KERR S.R.L, FUNDACIO INSTITUT CATALA DE NANOCIENCIA I NANOTECNOLOGIA, CNT INNOVATION	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101099125/program/43108390/details	
BABOTS: The design and control of small swarming biological animal robots (BABOTS)	We aim to establish a fundamentally new technology of Biological Animal roBots (BABots), consisting of small animals with a genetically modified nervous system, enabling the execution of a desired repertoire of behaviors beyond their natural abilities. We will implement the first BABot system in C. elegans, a 1 mm long nematode worm. These worms will be programmed to act as a collective, and to detect, locate and attack invading pathogens in an agricultural setting. Being 100% biological, BABots are highly compatible with the natural environment, self-producible, and fully degradable. They will also be agile and highly sensitive to surrounding signals. To control BABot behavior, we will genetically insert specific new synaptic connections and synthetic gene circuits in C. elegans to produce artificial aggregation, dynamic sensorimotor switching and other functional building blocks. To ensure a safe and controlled deployment, we will genetically implement a multi-layered biocontainment apparatus. To gain tighter control over the BABot collective behavior, we will exploit heterogeneity in the population, blending, for example, leader and follower BABots, based on their differential access to information. The science behind this innovative technology includes a synthetic neurobiological approach to modifying individual worm behavior, the study of collective behavior in engineered worms, and the development of a theory of heterogeneity-based swarm control. We also dedicate a substantial effort to establish a firm and effective safety, ethical and regulatory framework, under which current and future BABots can be developed. This project will generate a radically new approach to bio-robotics that could contribute to precision agriculture, industry and medicine. Improving over a previous proposal, we significantly enhanced (i) the methodology, (ii) the safety and ethical aspects, and (iii) the demonstration and exploitation by implementation in an agricultural setting.	C. elegans, swarm intelligence, ethics of new emerging technologies, odor sensation	UNIVERSITE DE NAMUR ASBL	THE HEBREW UNIVERSITY OF JERUSALEM, CONSIGLIO NAZIONALE DELLE RICERCHE, MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV, AALTO KORKEAKOULUSAATIO SR, ZERO SRL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101098722/program/43108390/details	
Nano electro-optomechanical programmable integrated circuits (NEUROPIC)	NEUROPIC will design, build, measure, and explore a novel programmable photonic chip architecture with transformational impact potential on photonics for data centers, autonomous vehicles, quantum information processors, and much more. We will explore and pioneer programmability of large-scale photonic circuits using nanoelectromechanical technologies, which benefit from ultralow power consumption, compact footprint, and potentially faster operation than existing approaches. Building on very recent breakthroughs from the consortium partners, the nanotechnology is now in place to begin the exploration of programmable photonic chips scaled to thousands of programmable nodes. The main objectives range from sustainable and high-performance silicon nanomachining over establishing a scalable platform for ultralow-power nanoelectromechanical programmable silicon photonics to massively parallel optical interconnects. Our final goal is to use the network of independent and fully controllable nodes for neuromorphic computing to quantify the role of complexity for artificial intelligence. The objectives present a strong mutual synergy, scientific impact, and sustainability and set the foundations for four highly attractive business cases with complementary profiles in terms of risk and market size. NEUROPIC is therefore designed to address the fundamental scientific and technological questions of today whose answers hold potential for very large commercial impact in the future. Our quest comes with a new set of challenges and calls for a radically new approach to photonics. NEUROPIC unites some of the world’s leading researchers and companies in nanotechnology, photonics, advanced manufacturing, and complex systems in a risky and highly interdisciplinary research project with the ambition of founding a new paradigm of programmable silicon photonics.	complex photonics, silicon nanotechnology, neuromorphic computing	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	DANMARKS TEKNISKE UNIVERSITET, BEAMFOX TECHNOLOGIES APS, UNIVERSITY COLLEGE CORK, FICONTEC SERVICE GMBH, FUNDACIO INSTITUT CATALA DE NANOCIENCIA I NANOTECNOLOGIA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101098961/program/43108390/details	
Wellbeing, inclusion, sustainability and the economy (WISE Horizons)	WISE Horizons will inform and accelerate the transition to a new economic paradigm with wellbeing, inclusion and sustainability at its core. The project will create a state-of-the-art theoretical framework which synthesises the current post-growth initiatives through a novel and open access WISE accounting framework. The framework will define core terms and link to Beyond-GDP metrics, satellite accounts, policy strategies and the current generation of economic and integrated models. It will link to European policy strategies such as the Net-zero targets, the Circular Economy transition and Sustainable Competitiveness. With partners in Africa, the US and China it will also globally assess the current and new economic paradigms from the perspective of Sustainable Developments Goals. Any transition will result in trade-offs and synergies between different elements of a new economy such as wellbeing, inclusion and sustainability. These will be empirically analysed and used to inform policy and society about the choices that will shape the future up to 2050. The historical empirical analyses will use the WISE database and thematic/integrated models that address the core questions and policies of the post-growth society will be created by leading experts/institutes in the field of Beyond-GDP, inequality, sustainability and post-growth economics. To maximise the impact of the project, the WISE stakeholder Platform, which is a “network of networks” will be created and the groups involved in the WISE Platform will be engaged in communication, dissemination and exploitation. The empirical research involved in this project will be done in a novel co-creative approach involving stakeholders in 5 co-creation labs/workshops. Special attention is given to individuals that are negatively affected by the transformation. An ambitious communication strategy will facilitate a new public debate away from the standard economic paradigm and towards a new paradigm fit for the future.	Beyond-GDP, National Accounts & Satellite Accounts, Sustainability, Inclusion, Inequality, Wellbeing	UNIVERSITEIT LEIDEN	INSTITUTE FOR FUTURE-FIT ECONOMIES GEMEINNUTZIGE UG, ECOLE D'ECONOMIE DE PARIS, SINTEF AS, CENTRE FOR APPLIED RESEARCH PROPRIETARY LIMITED	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101095219/program/43108390/details	
Development of an In-Vivo Brillouin Microscope (with application to Protein Aggregation-based Pathologies) (IVBM-4PAP)	The role and importance of mechanical properties of cells and tissues in cellular function, development and disease has widely been acknowledged, however standard techniques currently used to assess them exhibit intrinsic limitations (invasive, lack of 3D capability and of sub-cellular resolution). Recently, Brillouin Microscopy (BM), a type of optical elastography, has emerged as a non-destructive, label- and contact-free method that can probe the viscoelastic properties of biological samples with diffraction-limited resolution in 3D. This led to increased attention amongst the biological and medical research communities. However, due to the long acquisition time (hours), this novel technique has been applied only to fixed samples. One important open challenge is to use this approach to follow the mechano-biological processes in living cells and in real time. Aim of our project is overcome the spectral-imaging acquisacknowledged, however standard techniques currently used to assess them exhibit intrinsic limitations (invasive, lack of 3D capability and of sub-cellular resolution). Recently, Brillouin Microscopy (BM), a type of optical elastography, has emerged as a non-destructive, label- and contact-free method that can probe the viscoelastic properties of biological samples with diffraction-limited resolution in 3D. This led to increased attention amongst the biological and medical research communities. However, due to the long acquisition time (hours), this novel technique has been applied only to fixed samples. One important open challenge is to use this approach to follow the mechano-biological processes in living cells and in real time. Aim of our project is overcome the spectral-imaging acquisition time limitation by applying the heterodyne detection scheme, allowing the collection of viscoelastic properties in living sample at a sub-second timescale. We will attempt solving specific physio-pathological open problems in biomedicine for the first time.	Biomechanics, Brillouin Microscopy, Viscoelasticity, 3D in vivo imaging, Kabuki syndrome, Neurodegenerative diseases, phase transitions.	FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA	UNIVERSITA DEGLI STUDI DI TRENTO, UNIVERSIDAD DE ZARAGOZA, CRESTOPTICS S.P.A., UNIVERSITE D'ANGERS	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101098989/program/43108390/details	
A synaptic mechanogenetic technology to repair brain connectivity (SynMech)	We aim to develop a mechanogenetic technology to regulate functional connectivity of neural circuits, and show how it can be harnessed for therapeutic purposes in high-prevalence treatment-resistant brain disorders. Mechanogenetics is an emerging field of health science that attempts to regulate neural networks by combining the advantages of optogenetics with those of magneto-mechanical stimulations; like optogenetics, it relies on targeted actuators to achieve circuit specificity, while exploiting magnetic fields to remotely stimulate the brain. Yet, despite solid theoretical foundations and encouraging experimental results, we are to date unable to repair a dysfunctional brain using mechanogenetics due to technological barriers in spatial resolution and in vivo implementation. We propose an innovative solution based on functionalized biocompatible magnetic nanoparticles and bioengineered synaptic mechanosensors that synergistically integrate at specific synaptic connections to bidirectionally regulate brain circuit connectivity in response to focused magnetic fields of different frequencies delivered via high-permeability transcranial magnetic stimulators. By hijacking the signaling pathways of synaptic mechanosensors, we aim to promote a normalization of neural circuit activity that outlasts the therapeutic intervention. We will assess the capacity of the synaptic mechanogenetic toolkit to promote and depress network activity in mouse models of stroke and epilepsy. To achieve this ambitious goal, we have gathered an interdisciplinary consortium going from material scientists and electronic experts to physiologists and clinicians. Our approach, based on magnetic fields that penetrate brain tissue unimpeded, is predicted to go beyond current therapeutic paradigms because it does not require implantation of invasive devices, and at the same time, promises to achieve subcellular resolution for repairing connectivity defects that underlie most brain disorders.	Cell adhesion molecules, Extracellular matrix, Magnetic nanoparticles, Transcranial magnetic stimulation, Synaptic physiology	UNIVERSITA DEGLI STUDI DI TRIESTE	UNIVERSITA DEGLI STUDI DI VERONA, FORSCHUNGSZENTRUM JULICH GMBH, BRAIN SCIENCE TOOLS B.V., CONSIGLIO NAZIONALE DELLE RICERCHE, DEUTSCHES ZENTRUM FUR NEURODEGENERATIVE ERKRANKUNGEN EV, UNIVERSITAIR MEDISCH CENTRUM UTRECHT	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101099579/program/43108390/details	
Intelligent design of adenovirus vectors (iAds) (iAds)	Advanced therapies, and in particular gene therapies, hold great potential for treating diseases for which few options exist. Efficient gene transfer is inherently and intransigently linked to vector efficacy. Partially due to the lack of suitable delivery systems for particular applications, the success of too many gene therapies is limited. Over the last two decades, immense progress has been made in the development of viral vectors. Importantly, this progress has also identified vector characteristics and biological factors that decrease efficacy. While limited efficacy is relevant for all vector platforms, it is more pressing in the case of adenoviruses because they have so much potential. In some cases, host responses and imperfect targeting have stunted adenovirus vector development for therapies that require long-term transgene expression. Our multi-faceted consortium proposes an innovative approach to overcome these limitations and to construct a pathway for developing improved vectors for clinical gene transfer. By synergising French, Dutch, British, Spanish and Swedish expertise in structural biology, receptor engagement, neurobiology, cardiobiology, and bioprocessing, we will create in silico designed intelligent adenovirus vectors (iAds). Our disruptive concept abandons the classical approach of developing vectors from naturally occurring adenoviruses. Instead, a proprietorial adenovirus type will be serially stripped of unwanted elements to create a bank of iAds, which will then be engineered for heart- and brain-specific targeting. Our consortium blends academic ingenuity and SME/pharma manufacturing that will allow seamless clinical translation. With the support of the EIC Programme, our ground-breaking approach should revolutionise gene transfer and generate solutions in areas of unmet medical need via a platform that exploits the full potential of viral vectors.	Gene therapy, Adenoviral vectors, Technological innovation, Cardiovascular Disease, Neurodegenerative Disorders	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS	BATAVIA BIOSCIENCES BV, JANSSEN VACCINES & PREVENTION BV, AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS, UMEA UNIVERSITET	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101098647/program/43108390/details	
Plankton-like Protocells for Artificial Photosynthesis Targeting Carbon-neutral Energy Vectors (PLANKT-ON)	While mature solar technologies (i.e. photovoltaics, photo-electrochemical cells) cannot simultaneously address the multi-faceted future energy challenge, PLANKT-ON aims to develop a disruptive net-zero emissions technology to both address the global energy demand and reoxygenation of our planet. Inspired by Nature, we propose to assemble the first synthetic plankton-like protocells that autonomously utilise light, water, and CO2 to produce O2 and formate, as a green H2 vector. To this aim, the plankton-like protocells will be shaped as containers of two synergic subdomains mimicking the natural plastids and the CO2-enzyme organelles. The artificial plastid (1st type proto-organelle) will utilise light to oxidise H2O to O2 and reduce a methyl viologen (MV) cofactor, this latter will feed the CO2-rich proto-organelle to selectively produce formate by a cascade enzymatic reaction. We are expecting that this original bio-inspired strategy will open a route to sustainable solar hydrogen. The long term impact is envisaged for scientific innovation in groundbreaking solar-technology, going beyond the conventional photoelectrochemical cabled asset, and readily exploitable for empowering the EU vision for “Smart Buildings as Micro-Energy Hubs” in the world. Fundamental Research advances will be monitored by PLANKT-ON innovation radar activities, protected by our IP policy and disseminated to reach the expected stakeholders and the general public. Multidisciplinary collaboration among the 6 partners, from 4 EU countries, 5 research centres, and 1 technology-based company, underpins the project activities that will target the EU mission. PLANKT-ON counts on the valuable experience of its Scientific Advisory Committee where international renowned scientists from Princeton (USA), Berkeley (USA), Tokyo (Japan) and EPFL-Lausanne (Switzerland) will contribute to the results evaluation and benchmarking in the field of light management, photo-catalysis and green H2 transport.	No keywords available	CONSORZIO INTERUNIVERSITARIO NAZIONALE PER LA SCIENZA E TECNOLOGIA DEI MATERIALI	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES, ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE, POLITECNICO DI MILANO, ENPHOS S.R.L.	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101099192/program/43108390/details	
High Q factOr MiniaturizEd low Mass (Accoustic) filters for highly DEmanding space applications (HOMEMADE)	The HOMEMADE project falls directly into the scope of the HORIZON EUROPE policy: “To reduce the dependence on critical technologies and capabilities from outside Europe for future space applications”. We target a fast growing market which integrates communication satellites in 5G networks that will reduce digital divide by meeting latent demand for digital broadband. The project aims at developing a truly new Surface Acoustic Wave(SAW) filter technology not yet available to space industry. This innovation based on Piezo-On-Insulator (POI) wafers already produced for Smart phone industry is not accessible to space industry due to market size and its own high reliability specificities. Compared to existing technologies, POI-based SAW filters enable high integration, temperature stability, thermal management, low insertion loss and high rejection with various bandwidths in L- and S-band frequencies, replacing leaky waves on usual piezoelectric substrates by real guided waves on Silicon-based wafers. This project will deliver, as first pillar, POI-based SAW filters for space industry up to a TRL7 addressing all volume demands, in line with Geosynchronous Earth Orbiting satellites to Low Earth Orbiting satellite constellations. The supply chain for key items such as POI wafer supply, to front-end and back-end process is based in Europe. The high demand of innovation yielding reduced mass in satellites especially for new growing markets within a limited access time, has pushed to develop in HOMEMADE a second pillar that will deliver disruptive POI based SAW filters able to compete with bulky mechanical filters. The value chain includes European supplier of specific acoustic passive SOI-FREC as part of the SOITEC group with space integrator and technology supplier TAS, UCL and SME INC both world leaders in the field POI based material and device optimization, and finally ALT European centre of excellence for space reliability of high complexity active and passive components.	RF passive, RF filter, SAW filter, non hermetic packaging	SOITEC SA	THALES ALENIA SPACE FRANCE SAS, UNIVERSITE CATHOLIQUE DE LOUVAIN, ALTER TECHNOLOGY TUV NORD SA, INCIZE	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101081785/program/43108390/details	
building vascular networks and Blood-Brain-Barriers through a Biomimetic manufacturing Technology for the fabrication of Human tissues and ORgans (THOR)	Tenths of millions of people with organ failures or suffering from degenerative diseases are waiting for a novel cellular therapy or for a transplant of a donor compatible organ and the immense majority of these patients will die before receiving the tissue or organ they need. Despite the significant advances in tissue engineering, not a single artificial tissue has been used to replace a part of an organ, with the exception of simple or avascular tissues like skin or cartilage. THOR proposes the development of a revolutionary tissue engineering technology, capable to produce any type of human tissue for organ repair or replacement in case of illness, trauma or degenerative diseases. Patient-tailored tissues will be fabricated by pools of bioinspired mini-robots in fully automated production plants, using the breakthrough incremental technologies of the THOR project: self-assembling molecules inspired to the extracellular matrix; self-assembling solid and hollow polymeric fibers; materials functionalization using photoactivable crosslinkers; cutting-edge mini robots to wave 3D self-assembling structures with factors and cells with micrometric precision. THOR tissue arises from high-resolution 3D spatial positioning of self-assembling structures, angiogenic factors and relevant cell lineages, reprogrammed and expanded in a dedicated bioreactor under controlled conditions. Our long-term vision encompasses (1) the establishment of a Tissue Engineering industry for personalized organ repair, producing any type of well vascularized and fully functioning tissues and (2) the maintenance of such tissues alive for long periods of time, for an easy transportation to hospitals and clinics, even far from the big cities. THOR will foster the rise of a new industry and of a new biomedical field, while cadaveric donors' transplants will not be necessary.	vascular, biohybrid, biofunctionalization, stem cells, human, loom, spider, organoculture, 3D substitutes, in vitro, self-assembly	UNIVERSIDAD POLITECNICA DE MADRID	UNIVERSITAETSKLINIKUM FREIBURG, ELVESYS, UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI, BIOACTIVE SURFACES SL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101099719/program/43108390/details	
ZERo-carbon building enabling Adaptive opaque Facade technology (ZERAF)	Building market demands high indoor environmental quality but is under the pressure of energy price volatility, European policies, targeting a carbon neutral building stock by 2050, and local building regulations. A drastic carbon footprint reduction on the EU building stock is only possible with: (i) a strong reduction of heating and cooling energy demand and (ii) the limitation of the embodied environmental impacts of building materials. We propose a disruptive facade concept, the ZERo-carbon building enabler Adaptive opaque Facade (ZERAF), to get a huge decrease in the operational energy demand, while reducing the environmental impact of new and existing buildings through novel materials. ZERAF concept enables shifting the opaque building façade systems from being static thermal barriers to thermal modulators. The disruptive configurations of opaque façade technology and the use of novel materials (smart Shape Memory Alloys, and new generation bio-based polyurethanes) enable such a dynamic thermal control. Moreover, ZERAF minimizes the number of primary sources (in terms of volume and diversity) and then of the embodied carbon. ZERAF radically reconceptualizes the adaptive opaque facades concept, taking the opportunity of doing high-risk/low-TRL research in an interdisciplinary environment to bring cutting edge novelties from aerospace, biomedicine, nanomaterials, chemistry and IOT to building sector. The objective is to scientifically prove that ZERAF concept can control all heat transfer mechanisms in opaque building façades to a significant level. Prototypes will be manufactured for the first time and their thermal behaviour will be characterized in a dedicated laboratory coupling a calorimeter and a continuous sun simulator. To prove that used materials, fabrication processes and assembly methods do not jeopardize the carbon footprint reduction, most relevant sustainability parameters will be quantified through a building life cycle method.	energy saving; opaque facades as thermal modulators; smart materials; adaptive insulation; bio-based polyurethanes; control algorithms; carbon neutrality; buildings;	ACCADEMIA EUROPEA DI BOLZANO	TECHNISCHE UNIVERSITEIT EINDHOVEN, INGPULS SMART SHADINGS GMBH, INDRESMAT SL, ACTIVE INSULATION SYSTEMS B.V.	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101098490/program/43108390/details	
